Category,Title,Points,Difficulty,Solves,URL,Slug,Description
CTF Archive,Additional problems (CSC Belgium),10,Easy,63,https://cryptohack.org/challenges/ctf-archive/,additional_problems-csc_belgi,Version 1.0 of our new encryption service has just launched! It is blazingly fast and uses state-of-the-art encryption. Stay tuned for version 2.0; I hear it will bring tons of improvements and securi
CTF Archive,ECLCG (HITCON CTF),10,Easy,43,https://cryptohack.org/challenges/ctf-archive/,eclcg-hitcon_ctf2024,"LCG is fun, ECDSA is fun too, so why not combine them together? Challenge contributed by maple3142 Challenge files: - output.txt - chall.py -->"
CTF Archive,Fischlin&#39;s Transformation (CryptoHack),10,Easy,190,https://cryptohack.org/challenges/ctf-archive/,fischlins_transformation-cryp,Mirror of Challenge for the ZKP Section Challenge contributed by killerdog and oberon Connect at archive.cryptohack.org 3583 Challenge files: - chal.py - params.py - help.html -->
CTF Archive,Greatest Common Multiple (CODEGATE CTF),10,Easy,32,https://cryptohack.org/challenges/ctf-archive/,greatest_common_multiple-code,"""My boss 1nteger_c said we will come back with a better GCM challenge. I hereby present, the **Greatest Common Multiple**."" Challenge contributed by soon_haari Connect at archive.cryptohack.org 2762 C"
CTF Archive,Hamiltonicity (CryptoHack),10,Easy,297,https://cryptohack.org/challenges/ctf-archive/,hamiltonicity-cryptohack2024,Mirror of Challenge for the ZKP Section Challenge contributed by killerdog Connect at archive.cryptohack.org 14635 Challenge files: - hamiltonicity.py - chal.py - example.py -->
CTF Archive,Hamiltonicity 2 (CryptoHack),10,Easy,188,https://cryptohack.org/challenges/ctf-archive/,hamiltonicity_2-cryptohack202,Mirror of Challenge for the ZKP Section Challenge contributed by killerdog and Lance Roy Connect at archive.cryptohack.org 34597 Challenge files: - hamiltonicity.py - chal.py - example.py -->
CTF Archive,Hyper512 (HITCON CTF),10,Easy,33,https://cryptohack.org/challenges/ctf-archive/,hyper512-hitcon_ctf2024,"I don’t know how to design a secure stream cipher, but a large key space should be sufficient to block most attacks right? Challenge contributed by maple3142 Challenge files: - output.txt - chall.py -"
CTF Archive,OR Proof (CryptoHack),10,Easy,386,https://cryptohack.org/challenges/ctf-archive/,or_proof-cryptohack2024,Mirror of Challenge for the ZKP Section Challenge contributed by killerdog Connect at archive.cryptohack.org 11840 Challenge files: - chal.py - params.py -->
CTF Archive,OffTopic (ECSC 2024 (Italy)),10,Easy,35,https://cryptohack.org/challenges/ctf-archive/,offtopic-ecsc_2024_italy2024,Did you know that you only need FHE to build OT? _The timeout on the remote is 60 seconds._ Challenge contributed by Drago Connect at archive.cryptohack.org 40704 Challenge files: - offtopic.py -->
CTF Archive,One Round Crypto (ECSC 2024 (Italy)),10,Easy,31,https://cryptohack.org/challenges/ctf-archive/,one_round_crypto-ecsc_2024_it,It's just one round of encryption. How hard can it be? _The timeout on the remote is 300 seconds._ Challenge contributed by mr96 Connect at archive.cryptohack.org 62821 Challenge files: - one_round_cr
CTF Archive,Quo vadis? (ECSC 2024 (Italy)),10,Easy,30,https://cryptohack.org/challenges/ctf-archive/,quo_vadis-ecsc_2024_italy2024,"Do algebraic ducks go ""quo quo""? _The timeout on the remote is 600 seconds._ Challenge contributed by Robin_Jadoul Connect at archive.cryptohack.org 23128 Challenge files: - quo_vadis.sage -->"
CTF Archive,RSATogether (ECSC 2024 (Italy)),10,Easy,31,https://cryptohack.org/challenges/ctf-archive/,rsatogether-ecsc_2024_italy20,"RSA is cool, but I don't wanna do it alone. I found a way to do RSA together with my friends. _The timeout on the remote is 60 seconds._ Challenge contributed by Devrar Connect at archive.cryptohack.o"
CTF Archive,Smithing contest (ECSC 2024 (Italy)),10,Easy,31,https://cryptohack.org/challenges/ctf-archive/,smithing_contest-ecsc_2024_it,"Ok, so, I didn't read the part about this being a *cryptography* competition - my bad. Now it's too late to back out though, please help me figure this out! note: it is recommended to use sagemath-10."
CTF Archive,Ticket Maestro (CryptoHack),10,Easy,163,https://cryptohack.org/challenges/ctf-archive/,ticket_maestro-cryptohack2024,"Mirror of Challenge for the ZKP Section Challenge contributed by Mathias Hall-Andersen, zksecurity.xyz Connect at archive.cryptohack.org 26896 Challenge files: - main.rs - example.py - Cargo.toml - Do"
CTF Archive,Blind (ECSC 2023 (Norway)),10,Easy,66,https://cryptohack.org/challenges/ctf-archive/,blind-ecsc_2023_norway2023,"Is this what people mean by ""message blinding""? Challenge contributed by CryptoHack Challenge files: - output.txt - blind.sage -->"
CTF Archive,GLP420 (HackTM CTF),10,Easy,30,https://cryptohack.org/challenges/ctf-archive/,glp420-hacktm_ctf2023,"I have developed a variant of GLP, GLP420! Challenge contributed by y011d4 Connect at archive.cryptohack.org 26931 Challenge files: - server.sage -->"
CTF Archive,Hide and seek (ECSC 2023 (Norway)),10,Easy,86,https://cryptohack.org/challenges/ctf-archive/,hide_and_seek-ecsc_2023_norwa,I have hidden my flag among the elliptic curve points. Go seek! Challenge contributed by CryptoHack Challenge files: - output.txt - hide_and_seek.sage -->
CTF Archive,Irish flan (ECSC 2023 (Norway)),10,Easy,43,https://cryptohack.org/challenges/ctf-archive/,irish_flan-ecsc_2023_norway20,"Yum, time for dessert. Challenge contributed by CryptoHack Challenge files: - output.txt - irish_flan.py -->"
CTF Archive,Leet Universe (ImaginaryCTF (Daily)),10,Easy,52,https://cryptohack.org/challenges/ctf-archive/,leet_universe-imaginaryctf_da,The flag is hidden somewhere in the 1337th universe. Challenge contributed by maple3142 Connect at archive.cryptohack.org 3721 Challenge files: - server.py -->
CTF Archive,Put a ring on it (ECSC 2023 (Norway)),10,Easy,43,https://cryptohack.org/challenges/ctf-archive/,put_a_ring_on_it-ecsc_2023_no,Ring Signatures are used in some cryptocurrencies to provide anonymity for who has signed a transaction or sent money. Can you break the anonymity of the ring signatures? Challenge contributed by Cryp
CTF Archive,RRSSAA (ECSC 2023 (Norway)),10,Easy,141,https://cryptohack.org/challenges/ctf-archive/,rrssaa-ecsc_2023_norway2023,My primes are prefectly random. I wonder if you can find them. Challenge contributed by CryptoHack Challenge files: - output.txt - RRSSAA.py -->
CTF Archive,Share (HITCON CTF),10,Easy,36,https://cryptohack.org/challenges/ctf-archive/,share-hitcon_ctf2023,I hope I actually implemented Shamir Secret Sharing correctly this year. I am pretty sure you won't be able to guess my secret even when I give you all but one share. Challenge contributed by maple314
CTF Archive,Sus (ImaginaryCTF),10,Easy,46,https://cryptohack.org/challenges/ctf-archive/,sus-imaginaryctf2023,"Apparently, there is something weird happening with the prime generation. Challenge contributed by maple3142 Challenge files: - output.txt - challenge.py -->"
CTF Archive,Tough decisions (ECSC 2023 (Norway)),10,Easy,74,https://cryptohack.org/challenges/ctf-archive/,tough_decisions-ecsc_2023_nor,"Champagne for my real friends, real pain for my sham friends. Challenge contributed by CryptoHack Challenge files: - output.txt - tough_decisions.py -->"
CTF Archive,Twist and shout (ECSC 2023 (Norway)),10,Easy,69,https://cryptohack.org/challenges/ctf-archive/,twist_and_shout-ecsc_2023_nor,"I'll shout about my curve all day, it's totally secure. You'll have to pull the solution from my cold dead hands! Challenge contributed by CryptoHack Connect at archive.cryptohack.org 11718 Challenge "
CTF Archive,What a Curve! (Breizh CTF),10,Easy,39,https://cryptohack.org/challenges/ctf-archive/,what_a_curve-breizh_ctf2023,"Elliptic curves were originally studied for their beauty, then mathematics came. Challenge contributed by Shadowwws Connect at archive.cryptohack.org 39003 Challenge files: - chall.sage -->"
CTF Archive,broken oracle (HackTM CTF),10,Easy,37,https://cryptohack.org/challenges/ctf-archive/,broken_oracle-hacktm_ctf2023,"I have reimplemented a cryptosystem, but it sometimes behaves strangely. But I don't think it matters. Challenge contributed by y011d4 Connect at archive.cryptohack.org 56048 Challenge files: - server"
CTF Archive,d-phi-enc (HackTM CTF),10,Easy,157,https://cryptohack.org/challenges/ctf-archive/,d-phi-enc-hacktm_ctf2023,"In CTF, there are many people who mistakenly encrypt p, q in RSA. But this time... Challenge contributed by y011d4 Challenge files: - output.txt - chall.py -->"
CTF Archive,kaitenzushi (HackTM CTF),10,Easy,47,https://cryptohack.org/challenges/ctf-archive/,kaitenzushi-hacktm_ctf2023,also known as conveyor belt sushi Challenge contributed by y011d4 Challenge files: - chall.sage - output.txt -->
CTF Archive,unrandom DSA (HackTM CTF),10,Easy,31,https://cryptohack.org/challenges/ctf-archive/,unrandom_dsa-hacktm_ctf2023,What if /dev/urandom is unrandom...? Challenge contributed by y011d4 Connect at archive.cryptohack.org 2783 Challenge files: - server.py -->
CTF Archive,Authenticator (Firebird Internal CTF),10,Easy,33,https://cryptohack.org/challenges/ctf-archive/,authenticator-firebird_intern,Hash-based authentication is great and I have invented one. Can you prove that my system is secure? Challenge contributed by Mystiz Connect at archive.cryptohack.org 40156 Challenge files: - chall.py 
CTF Archive,C0ll1d3r (Firebird Internal CTF),10,Easy,40,https://cryptohack.org/challenges/ctf-archive/,c0ll1d3r-firebird_internal_ct,"""Find a collision for my hash algorithm! It is basically military-graded: The output is 256-bit long, and discrete log is hard! I even made it harder such that you don't even have the public parameter"
CTF Archive,Dark Arts (CODEGATE CTF),10,Easy,38,https://cryptohack.org/challenges/ctf-archive/,dark_arts-codegate_ctf2022,"Breaking random functions is a dark art, and I need your help in this. Challenge contributed by rkm0959 Connect at archive.cryptohack.org 35802 Challenge files: - chal.py -->"
CTF Archive,FaILProof (SekaiCTF),10,Easy,37,https://cryptohack.org/challenges/ctf-archive/,failproof-sekaictf2022,"""I have designed a failproof encryption system with possibly arbitrarily small public keys. I will be as famous as Et Al one day, but only if I can somehow figure out a decryption mechanism..."" Challe"
CTF Archive,FaILProof Revenge (SekaiCTF),10,Easy,32,https://cryptohack.org/challenges/ctf-archive/,failproof_revenge-sekaictf202,"""I am sure it's failproof now, I have increased the security levels too!¬"" Challenge contributed by deuterium Connect at archive.cryptohack.org 36813 Challenge files: - ctf.xinetd - source.py - Docker"
CTF Archive,Functional (ICC Athens),10,Easy,33,https://cryptohack.org/challenges/ctf-archive/,functional-icc_athens2022,It only took me four heat deaths of the universe to encrypt this flag. Challenge contributed by CryptoHack Challenge files: - output.txt - functional.sage -->
CTF Archive,Key recovery (DCTF),10,Easy,33,https://cryptohack.org/challenges/ctf-archive/,key_recovery-dctf2022,"I got bored and made a new block cipher, but someone stole my flag and now i need to break it to get it back. Will you help me? Challenge contributed by zeski Connect at archive.cryptohack.org 44134 C"
CTF Archive,Lack of Entropy (Firebird Internal CTF),10,Easy,81,https://cryptohack.org/challenges/ctf-archive/,lack_of_entropy-firebird_inte,Mystiz's computer is lack of entropy. He needs to reuse randomness to generate the primes for RSA... Challenge contributed by Mystiz Challenge files: - output.txt - chall.py -->
CTF Archive,Maybe Someday (GoogleCTF),10,Easy,33,https://cryptohack.org/challenges/ctf-archive/,maybe_someday-googlectf2022,"Find a collision for my hash algorithm! It is basically military-graded: The output is 256-bit long, and discrete log is hard! I even made it harder such that you don't even have the public parameters"
CTF Archive,Maybe Someday (Maybe Someday CTF),10,Easy,31,https://cryptohack.org/challenges/ctf-archive/,maybe_someday-maybe_someday_c,"Find a collision for my hash algorithm! It is basically military-graded: The output is 256-bit long, and discrete log is hard! I even made it harder such that you don't even have the public parameters"
CTF Archive,Probability (SEETF),10,Easy,36,https://cryptohack.org/challenges/ctf-archive/,probability-seetf2022,"I've been learning about probability distributions, but it's all very confusing so I'm just going to assume that my variant of blackjack gives an advantage to the house. I'll even bet a flag on it. Ch"
CTF Archive,RSA Permutation (WACON),10,Easy,38,https://cryptohack.org/challenges/ctf-archive/,rsa_permutation-wacon2022,"So I got all the hex digits of the private key, but it seems that the hex digits went through some sort of a permutation.... Can you help me? Challenge contributed by rkm0959 Connect at archive.crypto"
CTF Archive,RSA Secret Sharing (WACON),10,Easy,40,https://cryptohack.org/challenges/ctf-archive/,rsa_secret_sharing-wacon2022,ON 2-out-of-3 SECRET SHARING BASED ON RSA - MemeCrypt 2022 Challenge contributed by rkm0959 Connect at archive.cryptohack.org 42957 Challenge files: - chal.py -->
CTF Archive,Signature (TSJ CTF),10,Easy,39,https://cryptohack.org/challenges/ctf-archive/,signature-tsj_ctf2022,Another boring crypto challenge about signatures. Challenge contributed by maple3142 Challenge files: - output.txt - challenge.py -->
CTF Archive,Unbalanced (ICC Athens),10,Easy,43,https://cryptohack.org/challenges/ctf-archive/,unbalanced-icc_athens2022,"I want to keep my private key small, but I've heard this is dangerous. I think I've found a way around this though! Challenge contributed by CryptoHack Challenge files: - output.txt - challenge.py -->"
CTF Archive,diffecient (SekaiCTF),10,Easy,31,https://cryptohack.org/challenges/ctf-archive/,diffecient-sekaictf2022,"""Welcome to the Diffecient Security Key Database API, for securely and efficiently saving tons of long security keys! Feel *free* to query your security keys, and pay a little to add your own to our s"
CTF Archive,ed25519 magic (ICC Athens),10,Easy,54,https://cryptohack.org/challenges/ctf-archive/,ed25519_magic-icc_athens2022,"Ed25519 is all the rage these days - it's fast, has small keys and signatures, and is designed to be robust against side-channel attacks. But the scheme has some magic as originally conceived. Challen"
CTF Archive,pekobot (AIS3 Pre-Exam),10,Easy,53,https://cryptohack.org/challenges/ctf-archive/,pekobot-ais3_pre-exam2022,I am a bot imitating Pekora. You can talk with me through Elliptic-curve Diffie–Hellman protocol! Challenge contributed by maple3142 Connect at archive.cryptohack.org 45328 Challenge files: - server.p
CTF Archive,1337crypt v2 (DownUnderCTF),10,Easy,44,https://cryptohack.org/challenges/ctf-archive/,1337crypt_v2-downunderctf2021,"1337crypt is back. This time, with added complexity. Challenge contributed by joseph Challenge files: - 1337crypt-v2.sage - output.txt -->"
CTF Archive,1n_jection (Zh3r0 CTF V2),10,Easy,65,https://cryptohack.org/challenges/ctf-archive/,1n_jection-zh3r0_ctf_v22021,"""COVID: *exists* vaccine jokes: *challenge_name*"" Challenge contributed by deuterium Challenge files: - challenge.py -->"
CTF Archive,A Joke Cipher (HKCERT CTF),10,Easy,82,https://cryptohack.org/challenges/ctf-archive/,a_joke_cipher-hkcert_ctf2021,"In the beginning of 2020, Khaled A. Nagaty invented a cryptosystem based on key exchange. The cipher is faster than ever... It is impossible to break, right? Challenge contributed by Mystiz Challenge "
CTF Archive,Chaos (Zh3r0 CTF V2),10,Easy,48,https://cryptohack.org/challenges/ctf-archive/,chaos-zh3r0_ctf_v22021,"""What's the fun of rolling up a hash function if it's not chaotic enough?"" Challenge contributed by deuterium Connect at archive.cryptohack.org 18948 Challenge files: - chaos.xinetd - Dockerfile - cha"
CTF Archive,Cipher Mode Picker (HKCERT CTF),10,Easy,75,https://cryptohack.org/challenges/ctf-archive/,cipher_mode_picker-hkcert_ctf,Every slightest mistake in cryptography would lead to a disastrous result. Let's see what will happen when you allow end-users to pick the mode of operation... Challenge contributed by Mystiz Connect 
CTF Archive,Key Backup Service 1 (HKCERT CTF),10,Easy,51,https://cryptohack.org/challenges/ctf-archive/,key_backup_service_1-hkcert_c,"Mystiz made a key vault which could encrypts his darkest secrets (i.e., the flag). Everything is protected with a bank-level encryption (i.e., a 256-bit key). You are welcome to look at the encrypted "
CTF Archive,Key Backup Service 2 (HKCERT CTF),10,Easy,49,https://cryptohack.org/challenges/ctf-archive/,key_backup_service_2-hkcert_c,"Mystiz is really lazy. He expects that someone would crack the bank-level encryption, but he doesn't care about that. After all, the darkest secret is not that dark. He decided to change the numbers a"
CTF Archive,Oofbleck (Firebird Internal CTF),10,Easy,51,https://cryptohack.org/challenges/ctf-archive/,oofbleck-firebird_internal_ct,"Some of the block cipher modes of operation are pretty vulnerable, which includes but not limited to padding oracle in CBC, key-recovery attacks with repeated nonces in GCM and _Zerologon_ in CFB8... "
CTF Archive,Real Mersenne (Zh3r0 CTF V2),10,Easy,42,https://cryptohack.org/challenges/ctf-archive/,real_mersenne-zh3r0_ctf_v2202,"""Do you believe in games of luck? I hope you make your guesses real or you'll be floating around,"" Challenge contributed by deuterium Connect at archive.cryptohack.org 16189 Challenge files: - real.xi"
CTF Archive,"Sign In Please, Again (HKCERT CTF)",10,Easy,39,https://cryptohack.org/challenges/ctf-archive/,sign_in_please_again-hkcert_c,Okay. My secure authentication system was proved insecure (see [here](https://github.com/samueltangz/ctf-archive-created/tree/master/20201006-hkcert-ctf/sign-in-please)) as it got exploited last year 
CTF Archive,SpongeBob SquarePants / Battle for Bikini Bottom - Rehydrated (HTB Cyber Apocalypse),10,Easy,35,https://cryptohack.org/challenges/ctf-archive/,spongebob_squarepants__battle,"* Wait, `spongebob` and `squarepants` don't hash to the same thing? Challenge contributed by CryptoHack Connect at archive.cryptohack.org 37916 Challenge files: - spongebob.py -->"
CTF Archive,Sratslla SEA (HKCERT CTF),10,Easy,43,https://cryptohack.org/challenges/ctf-archive/,sratslla_sea-hkcert_ctf2021,"`AddRoundKey`, `SubBytes`, `ShiftRows` and `MixColumns` are four crucial components are AES. They are used to protect the world in 2021. I wonder what will happen if some of them is out of function. C"
CTF Archive,Substitution Cipher III (DownUnderCTF),10,Easy,36,https://cryptohack.org/challenges/ctf-archive/,substitution_cipher_iii-downu,"Wait a MInute, that's not a substitution cipher! Challenge contributed by joseph Challenge files: - output.txt - substitution-cipher-iii.sage -->"
CTF Archive,Tenet: The Plagarism (HKCERT CTF),10,Easy,52,https://cryptohack.org/challenges/ctf-archive/,tenet_the_plagarism-hkcert_ct,"The deadline for writing challenges is coming! Mystiz, who claimed himself not well-known for reusing challenges , decided to free-ride and plagarize challenges from HKCERT CTF 2020. Maybe you can reu"
CTF Archive,Twist and Shout (Zh3r0 CTF V2),10,Easy,44,https://cryptohack.org/challenges/ctf-archive/,twist_and_shout-zh3r0_ctf_v22,"""Wise men once said, “Well, shake it up, baby, now Twist and shout come on and work it on out” I obliged, not the flag is as twisted as my sense of humour"" Challenge contributed by deuterium Connect a"
CTF Archive,Unevaluated (TETCTF),10,Easy,53,https://cryptohack.org/challenges/ctf-archive/,unevaluated-tetctf2021,"We’re about to launch a new public key cryptosystem, but its security has not been carefully reviewed yet. Can you help us? Challenge contributed by NDH Challenge files: - output.txt - source.py -->"
CTF Archive,Unimplemented (TETCTF),10,Easy,84,https://cryptohack.org/challenges/ctf-archive/,unimplemented-tetctf2021,"A new public key encryption algorithm is being invented, but the author is not quite sure how to implement the decryption routine correctly. Can you help him? Challenge contributed by NDH Challenge fi"
CTF Archive,import numpy as MT (Zh3r0 CTF V2),10,Easy,46,https://cryptohack.org/challenges/ctf-archive/,import_numpy_as_mt-zh3r0_ctf,"""Python is so slow! Lets use nUmPy tO MAkE iT FaSTer. Only if there was a module for crypto in it :("" Challenge contributed by deuterium Connect at archive.cryptohack.org 7265 Challenge files: - numpy"
CTF Archive,1337crypt (DownUnderCTF),10,Easy,119,https://cryptohack.org/challenges/ctf-archive/,1337crypt-downunderctf2020,Can you solve my factorisation problem if I give you a hint? Challenge contributed by joseph Challenge files: - output.txt - 1337crypt.sage -->
CTF Archive,2020 (TETCTF),10,Easy,107,https://cryptohack.org/challenges/ctf-archive/,2020-tetctf2020,Can you guess the 2020th number? Challenge contributed by ndh Connect at archive.cryptohack.org 63222 Challenge files: - Dockerfile - 2020.py -->
CTF Archive,Calm Down (HKCERT CTF),10,Easy,104,https://cryptohack.org/challenges/ctf-archive/,calm_down-hkcert_ctf2020,I am so excited having a chance talking to Alice. She told me to calm down - and sent me an encrypted secret. Challenge contributed by Mystiz Connect at archive.cryptohack.org 53580 Challenge files: -
CTF Archive,Sign in Please (HKCERT CTF),10,Easy,151,https://cryptohack.org/challenges/ctf-archive/,sign_in_please-hkcert_ctf2020,"I have implemented a secure authentication system. You can't eavesdrop the passwords, can you? Challenge contributed by Mystiz Connect at archive.cryptohack.org 1024 Challenge files: - chall.py -->"
