Title,Tier,Difficulty,OS,Category,URL,Scenario
OpTinselTrace24-6: Sleigh Slayer,🟢 FREE,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/OpTinselTrace24-6: Sleigh Slayer,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
OpTinselTrace24-5: Tale of Maple Syrup,🔴 VIP,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/OpTinselTrace24-5: Tale of Maple Syrup,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
OpTinselTrace24-1: Sneaky Cookies,🔴 VIP,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/OpTinselTrace24-1: Sneaky Cookies,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
OpSalwarKameez24-3: Snake-Pill,🔴 VIP,Hard,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/OpSalwarKameez24-3: Snake-Pill,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Latus,🔴 VIP,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Latus,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Detroit Becomes Human,🔴 VIP,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Detroit Becomes Human,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Lockpick3.0,🟢 FREE,Hard,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Lockpick3.0,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Heist,🔴 VIP,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Heist,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
BOughT,🔴 VIP,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/BOughT,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
OpTinselTrace-5,🔴 VIP,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/OpTinselTrace-5,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Lockpick2.0,🔴 VIP,Hard,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Lockpick2.0,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
ProcNet,🔴 VIP,Hard,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/ProcNet,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Kawmikaze,🟢 FREE,Insane,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Kawmikaze,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Stonks,🟢 FREE,Insane,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Stonks,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
ShadowStream,🔴 VIP,Insane,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/ShadowStream,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Novitas,🔴 VIP,Insane,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Novitas,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Lovely Malware,🔴 VIP,Insane,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Lovely Malware,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Lockpick4.0,🟢 FREE,Insane,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Lockpick4.0,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Hunter,🔴 VIP,Insane,Multi/Forensics,Sherlock (DFIR),https://app.hackthebox.com/sherlocks/Hunter,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
Safecracker,🟢 FREE,Insane,Multi/Forensics,Sherlock (Malware Analysis),https://app.hackthebox.com/sherlocks/Safecracker,藍隊事件響應與取證分析實戰（包含日誌、封包流量或記憶體映像檔分析，開放線上提交答案）
SpookyPass,🟢 FREE,Very easy,CTF Challenge,Challenge (Reversing),https://app.hackthebox.com/challenges/SpookyPass,獨立專題 CTF 解題挑戰（Reversing 領域實戰）
Flag Command,🟢 FREE,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/Flag Command,獨立專題 CTF 解題挑戰（Web 領域實戰）
First Contact,🟢 FREE,Very easy,CTF Challenge,Challenge (Satellite),https://app.hackthebox.com/challenges/First Contact,獨立專題 CTF 解題挑戰（Satellite 領域實戰）
Scalped Platform,🟢 FREE,Very easy,CTF Challenge,Challenge (Satellite),https://app.hackthebox.com/challenges/Scalped Platform,獨立專題 CTF 解題挑戰（Satellite 領域實戰）
Space Explorer,🟢 FREE,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/Space Explorer,獨立專題 CTF 解題挑戰（Web 領域實戰）
Baby Frame,🟢 FREE,Very easy,CTF Challenge,Challenge (Satellite),https://app.hackthebox.com/challenges/Baby Frame,獨立專題 CTF 解題挑戰（Satellite 領域實戰）
Espresso,🟢 FREE,Very easy,CTF Challenge,Challenge (Hardware),https://app.hackthebox.com/challenges/Espresso,獨立專題 CTF 解題挑戰（Hardware 領域實戰）
Lucky Dice,🟢 FREE,Very easy,CTF Challenge,Challenge (Misc),https://app.hackthebox.com/challenges/Lucky Dice,獨立專題 CTF 解題挑戰（Misc 領域實戰）
OpenSecret,🟢 FREE,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/OpenSecret,獨立專題 CTF 解題挑戰（Web 領域實戰）
Ether Tag,🟢 FREE,Very easy,CTF Challenge,Challenge (ICS),https://app.hackthebox.com/challenges/Ether Tag,獨立專題 CTF 解題挑戰（ICS 領域實戰）
ReactOOPS,🟢 FREE,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/ReactOOPS,獨立專題 CTF 解題挑戰（Web 領域實戰）
Global Hyperlink Zone,🟢 FREE,Very easy,CTF Challenge,Challenge (Quantum),https://app.hackthebox.com/challenges/Global Hyperlink Zone,獨立專題 CTF 解題挑戰（Quantum 領域實戰）
Flagportation,🟢 FREE,Very easy,CTF Challenge,Challenge (Quantum),https://app.hackthebox.com/challenges/Flagportation,獨立專題 CTF 解題挑戰（Quantum 領域實戰）
The Puppet Master,🟢 FREE,Very easy,CTF Challenge,Challenge (OSINT),https://app.hackthebox.com/challenges/The Puppet Master,獨立專題 CTF 解題挑戰（OSINT 領域實戰）
Social Media Investigation Hub,🟢 FREE,Very easy,CTF Challenge,Challenge (OSINT),https://app.hackthebox.com/challenges/Social Media Investigation Hub,獨立專題 CTF 解題挑戰（OSINT 領域實戰）
The Suspicious Domain,🟢 FREE,Very easy,CTF Challenge,Challenge (OSINT),https://app.hackthebox.com/challenges/The Suspicious Domain,獨立專題 CTF 解題挑戰（OSINT 領域實戰）
NeoVault,🟢 FREE,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/NeoVault,獨立專題 CTF 解題挑戰（Web 領域實戰）
JinjaCare,🟢 FREE,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/JinjaCare,獨立專題 CTF 解題挑戰（Web 領域實戰）
Criticalops,🟢 FREE,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/Criticalops,獨立專題 CTF 解題挑戰（Web 領域實戰）
Low Logic,🟢 FREE,Very easy,CTF Challenge,Challenge (Hardware),https://app.hackthebox.com/challenges/Low Logic,獨立專題 CTF 解題挑戰（Hardware 領域實戰）
Distract and Destroy,🟢 FREE,Very easy,CTF Challenge,Challenge (Blockchain),https://app.hackthebox.com/challenges/Distract and Destroy,獨立專題 CTF 解題挑戰（Blockchain 領域實戰）
Spookifier,🟢 FREE,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/Spookifier,獨立專題 CTF 解題挑戰（Web 領域實戰）
The Last Dance,🟢 FREE,Very easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/The Last Dance,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
Simple Encryptor,🟢 FREE,Very easy,CTF Challenge,Challenge (Reversing),https://app.hackthebox.com/challenges/Simple Encryptor,獨立專題 CTF 解題挑戰（Reversing 領域實戰）
Baby Time Capsule,🟢 FREE,Very easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/Baby Time Capsule,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
CubeMadness1,🟢 FREE,Very easy,CTF Challenge,Challenge (GamePwn),https://app.hackthebox.com/challenges/CubeMadness1,獨立專題 CTF 解題挑戰（GamePwn 領域實戰）
