Title,Tier,Difficulty,OS,Category,URL,Scenario
Evaluative,🔴 VIP,Very easy,CTF Challenge,Challenge (Coding),https://app.hackthebox.com/challenges/Evaluative,獨立專題 CTF 解題挑戰（Coding 領域實戰）
Primed for Action,🔴 VIP,Very easy,CTF Challenge,Challenge (Coding),https://app.hackthebox.com/challenges/Primed%20for%20Action,獨立專題 CTF 解題挑戰（Coding 領域實戰）
OnlyHacks,🔴 VIP,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/OnlyHacks,獨立專題 CTF 解題挑戰（Web 領域實戰）
Armaxis,🔴 VIP,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/Armaxis,獨立專題 CTF 解題挑戰（Web 領域實戰）
alphascii clashing,🔴 VIP,Very easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/alphascii%20clashing,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
Low Logic,🟢 FREE,Very easy,CTF Challenge,Challenge (Hardware),https://app.hackthebox.com/challenges/Low%20Logic,獨立專題 CTF 解題挑戰（Hardware 領域實戰）
brevi moduli,🔴 VIP,Very easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/brevi%20moduli,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
sekur julius,🔴 VIP,Very easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/sekur%20julius,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
sugar free candies,🔴 VIP,Very easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/sugar%20free%20candies,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
Sp00ky Theme,🔴 VIP,Very easy,CTF Challenge,Challenge (Forensics),https://app.hackthebox.com/challenges/Sp00ky%20Theme,獨立專題 CTF 解題挑戰（Forensics 領域實戰）
Graverobber,🔴 VIP,Very easy,CTF Challenge,Challenge (Reversing),https://app.hackthebox.com/challenges/Graverobber,獨立專題 CTF 解題挑戰（Reversing 領域實戰）
CryptOfTheUndead,🔴 VIP,Very easy,CTF Challenge,Challenge (Reversing),https://app.hackthebox.com/challenges/CryptOfTheUndead,獨立專題 CTF 解題挑戰（Reversing 領域實戰）
WayWitch,🔴 VIP,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/WayWitch,獨立專題 CTF 解題挑戰（Web 領域實戰）
Void Whispers,🔴 VIP,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/Void%20Whispers,獨立專題 CTF 解題挑戰（Web 領域實戰）
Unholy Union,🔴 VIP,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/Unholy%20Union,獨立專題 CTF 解題挑戰（Web 領域實戰）
Phantom Script,🔴 VIP,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/Phantom%20Script,獨立專題 CTF 解題挑戰（Web 領域實戰）
Oddly Even,🔴 VIP,Very easy,CTF Challenge,Challenge (Coding),https://app.hackthebox.com/challenges/Oddly%20Even,獨立專題 CTF 解題挑戰（Coding 領域實戰）
Reversal,🔴 VIP,Very easy,CTF Challenge,Challenge (Coding),https://app.hackthebox.com/challenges/Reversal,獨立專題 CTF 解題挑戰（Coding 領域實戰）
Addition,🔴 VIP,Very easy,CTF Challenge,Challenge (Coding),https://app.hackthebox.com/challenges/Addition,獨立專題 CTF 解題挑戰（Coding 領域實戰）
El Teteo,🔴 VIP,Very easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/El%20Teteo,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
Mathematricks,🔴 VIP,Very easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/Mathematricks,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
El Pipo,🔴 VIP,Very easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/El%20Pipo,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
Que onda,🔴 VIP,Very easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/Que%20onda,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
Digital Safety Annex,🔴 VIP,Very easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/Digital%20Safety%20Annex,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
Regularity,🔴 VIP,Very easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/Regularity,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
Computational Recruiting,🔴 VIP,Very easy,CTF Challenge,Challenge (Misc),https://app.hackthebox.com/challenges/Computational%20Recruiting,獨立專題 CTF 解題挑戰（Misc 領域實戰）
Locked Away,🔴 VIP,Very easy,CTF Challenge,Challenge (Misc),https://app.hackthebox.com/challenges/Locked%20Away,獨立專題 CTF 解題挑戰（Misc 領域實戰）
KORP Terminal,🔴 VIP,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/KORP%20Terminal,獨立專題 CTF 解題挑戰（Web 領域實戰）
TimeKORP,🔴 VIP,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/TimeKORP,獨立專題 CTF 解題挑戰（Web 領域實戰）
Writing on the Wall,🔴 VIP,Very easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/Writing%20on%20the%20Wall,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
An unusual sighting,🔴 VIP,Very easy,CTF Challenge,Challenge (Forensics),https://app.hackthebox.com/challenges/An%20unusual%20sighting,獨立專題 CTF 解題挑戰（Forensics 領域實戰）
Urgent,🔴 VIP,Very easy,CTF Challenge,Challenge (Forensics),https://app.hackthebox.com/challenges/Urgent,獨立專題 CTF 解題挑戰（Forensics 領域實戰）
FlagCasino,🔴 VIP,Very easy,CTF Challenge,Challenge (Reversing),https://app.hackthebox.com/challenges/FlagCasino,獨立專題 CTF 解題挑戰（Reversing 領域實戰）
Lesson,🔴 VIP,Very easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/Lesson,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
SPG,🔴 VIP,Very easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/SPG,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
SpookTastic,🔴 VIP,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/SpookTastic,獨立專題 CTF 解題挑戰（Web 領域實戰）
CandyVault,🔴 VIP,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/CandyVault,獨立專題 CTF 解題挑戰（Web 領域實戰）
Photon Lockdown,🔴 VIP,Very easy,CTF Challenge,Challenge (Hardware),https://app.hackthebox.com/challenges/Photon%20Lockdown,獨立專題 CTF 解題挑戰（Hardware 領域實戰）
Red Miners,🔴 VIP,Very easy,CTF Challenge,Challenge (Forensics),https://app.hackthebox.com/challenges/Red%20Miners,獨立專題 CTF 解題挑戰（Forensics 領域實戰）
Initialization,🔴 VIP,Very easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/Initialization,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
Watch Tower,🔴 VIP,Very easy,CTF Challenge,Challenge (ICS),https://app.hackthebox.com/challenges/Watch%20Tower,獨立專題 CTF 解題挑戰（ICS 領域實戰）
Distract and Destroy,🟢 FREE,Very easy,CTF Challenge,Challenge (Blockchain),https://app.hackthebox.com/challenges/Distract%20and%20Destroy,獨立專題 CTF 解題挑戰（Blockchain 領域實戰）
Survival of the Fittest,🔴 VIP,Very easy,CTF Challenge,Challenge (Blockchain),https://app.hackthebox.com/challenges/Survival%20of%20the%20Fittest,獨立專題 CTF 解題挑戰（Blockchain 領域實戰）
Trapped Source,🔴 VIP,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/Trapped%20Source,獨立專題 CTF 解題挑戰（Web 領域實戰）
Alien Cradle,🔴 VIP,Very easy,CTF Challenge,Challenge (Forensics),https://app.hackthebox.com/challenges/Alien%20Cradle,獨立專題 CTF 解題挑戰（Forensics 領域實戰）
Extraterrestrial Persistence,🔴 VIP,Very easy,CTF Challenge,Challenge (Forensics),https://app.hackthebox.com/challenges/Extraterrestrial%20Persistence,獨立專題 CTF 解題挑戰（Forensics 領域實戰）
Ancient Encodings,🔴 VIP,Very easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/Ancient%20Encodings,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
Perfect Synchronization,🔴 VIP,Very easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/Perfect%20Synchronization,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
Hunting License,🔴 VIP,Very easy,CTF Challenge,Challenge (Reversing),https://app.hackthebox.com/challenges/Hunting%20License,獨立專題 CTF 解題挑戰（Reversing 領域實戰）
Shattered Tablet,🔴 VIP,Very easy,CTF Challenge,Challenge (Reversing),https://app.hackthebox.com/challenges/Shattered%20Tablet,獨立專題 CTF 解題挑戰（Reversing 領域實戰）
Questionnaire,🔴 VIP,Very easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/Questionnaire,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
Getting Started,🔴 VIP,Very easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/Getting%20Started,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
Sacred Scrolls: Revenge,🔴 VIP,Very easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/Sacred%20Scrolls:%20Revenge,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
Entity,🔴 VIP,Very easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/Entity,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
Cursed Secret Party,🔴 VIP,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/Cursed%20Secret%20Party,獨立專題 CTF 解題挑戰（Web 領域實戰）
Juggling facts,🔴 VIP,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/Juggling%20facts,獨立專題 CTF 解題挑戰（Web 領域實戰）
Fast Carmichael,🔴 VIP,Very easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/Fast%20Carmichael,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
Gonna-Lift-Em-All,🔴 VIP,Very easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/Gonna-Lift-Em-All,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
Wrong Spooky Season,🔴 VIP,Very easy,CTF Challenge,Challenge (Forensics),https://app.hackthebox.com/challenges/Wrong%20Spooky%20Season,獨立專題 CTF 解題挑戰（Forensics 領域實戰）
Spookifier,🟢 FREE,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/Spookifier,獨立專題 CTF 解題挑戰（Web 領域實戰）
The Last Dance,🟢 FREE,Very easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/The%20Last%20Dance,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
Simple Encryptor,🟢 FREE,Very easy,CTF Challenge,Challenge (Reversing),https://app.hackthebox.com/challenges/Simple%20Encryptor,獨立專題 CTF 解題挑戰（Reversing 領域實戰）
Baby Time Capsule,🟢 FREE,Very easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/Baby%20Time%20Capsule,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
Space pirate: Going Deeper,🔴 VIP,Very easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/Space%20pirate:%20Going%20Deeper,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
Space pirate: Entrypoint,🔴 VIP,Very easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/Space%20pirate:%20Entrypoint,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
Space pirate: Retribution,🔴 VIP,Very easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/Space%20pirate:%20Retribution,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
Vault-breaker,🔴 VIP,Very easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/Vault-breaker,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
Android-in-the-Middle,🔴 VIP,Very easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/Android-in-the-Middle,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
WIDE,🔴 VIP,Very easy,CTF Challenge,Challenge (Reversing),https://app.hackthebox.com/challenges/WIDE,獨立專題 CTF 解題挑戰（Reversing 領域實戰）
Compressor,🔴 VIP,Very easy,CTF Challenge,Challenge (Misc),https://app.hackthebox.com/challenges/Compressor,獨立專題 CTF 解題挑戰（Misc 領域實戰）
CubeMadness1,🟢 FREE,Very easy,CTF Challenge,Challenge (GamePwn),https://app.hackthebox.com/challenges/CubeMadness1,獨立專題 CTF 解題挑戰（GamePwn 領域實戰）
Behind the Scenes,🟢 FREE,Very easy,CTF Challenge,Challenge (Reversing),https://app.hackthebox.com/challenges/Behind%20the%20Scenes,獨立專題 CTF 解題挑戰（Reversing 領域實戰）
Don't Overreact,🔴 VIP,Very easy,CTF Challenge,Challenge (Mobile),https://app.hackthebox.com/challenges/Don't%20Overreact,獨立專題 CTF 解題挑戰（Mobile 領域實戰）
Gawk,🔴 VIP,Very easy,CTF Challenge,Challenge (Hardware),https://app.hackthebox.com/challenges/Gawk,獨立專題 CTF 解題挑戰（Hardware 領域實戰）
racecar,🔴 VIP,Very easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/racecar,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
Gunship,🔴 VIP,Very easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/Gunship,獨立專題 CTF 解題挑戰（Web 領域實戰）
BabyEncryption,🟢 FREE,Very easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/BabyEncryption,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
The Needle,🟢 FREE,Very easy,CTF Challenge,Challenge (Hardware),https://app.hackthebox.com/challenges/The%20Needle,獨立專題 CTF 解題挑戰（Hardware 領域實戰）
Unique,🔴 VIP,Very easy,CTF Challenge,Challenge (Hardware),https://app.hackthebox.com/challenges/Unique,獨立專題 CTF 解題挑戰（Hardware 領域實戰）
Secure Digital,🔴 VIP,Very easy,CTF Challenge,Challenge (Hardware),https://app.hackthebox.com/challenges/Secure%20Digital,獨立專題 CTF 解題挑戰（Hardware 領域實戰）
Walkie Hackie,🔴 VIP,Very easy,CTF Challenge,Challenge (Hardware),https://app.hackthebox.com/challenges/Walkie%20Hackie,獨立專題 CTF 解題挑戰（Hardware 領域實戰）
Debugging Interface,🟢 FREE,Very easy,CTF Challenge,Challenge (Hardware),https://app.hackthebox.com/challenges/Debugging%20Interface,獨立專題 CTF 解題挑戰（Hardware 領域實戰）
Noise Codex,🟢 FREE,Easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/Noise%20Codex,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
Antenna Pointing,🟢 FREE,Easy,CTF Challenge,Challenge (Satellite),https://app.hackthebox.com/challenges/Antenna%20Pointing,獨立專題 CTF 解題挑戰（Satellite 領域實戰）
Echoes in Orbit,🟢 FREE,Easy,CTF Challenge,Challenge (Satellite),https://app.hackthebox.com/challenges/Echoes%20in%20Orbit,獨立專題 CTF 解題挑戰（Satellite 領域實戰）
No Errors,🟢 FREE,Easy,CTF Challenge,Challenge (Satellite),https://app.hackthebox.com/challenges/No%20Errors,獨立專題 CTF 解題挑戰（Satellite 領域實戰）
Forklifts R Us,🟢 FREE,Easy,CTF Challenge,Challenge (Misc),https://app.hackthebox.com/challenges/Forklifts%20R%20Us,獨立專題 CTF 解題挑戰（Misc 領域實戰）
Noisy Vault,🟢 FREE,Easy,CTF Challenge,Challenge (Quantum),https://app.hackthebox.com/challenges/Noisy%20Vault,獨立專題 CTF 解題挑戰（Quantum 領域實戰）
Secure Notes,🟢 FREE,Easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/Secure%20Notes,獨立專題 CTF 解題挑戰（Web 領域實戰）
Offlinea,🟢 FREE,Easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/Offlinea,獨立專題 CTF 解題挑戰（Web 領域實戰）
Arno,🟢 FREE,Easy,CTF Challenge,Challenge (Mobile),https://app.hackthebox.com/challenges/Arno,獨立專題 CTF 解題挑戰（Mobile 領域實戰）
QLotto,🟢 FREE,Easy,CTF Challenge,Challenge (Quantum),https://app.hackthebox.com/challenges/QLotto,獨立專題 CTF 解題挑戰（Quantum 領域實戰）
SokobanHTB,🟢 FREE,Easy,CTF Challenge,Challenge (GamePwn),https://app.hackthebox.com/challenges/SokobanHTB,獨立專題 CTF 解題挑戰（GamePwn 領域實戰）
Phase Madness,🔴 VIP,Easy,CTF Challenge,Challenge (Quantum),https://app.hackthebox.com/challenges/Phase%20Madness,獨立專題 CTF 解題挑戰（Quantum 領域實戰）
Follow The Money,🟢 FREE,Easy,CTF Challenge,Challenge (OSINT),https://app.hackthebox.com/challenges/Follow%20The%20Money,獨立專題 CTF 解題挑戰（OSINT 領域實戰）
WebVault Time Machine Investigation,🟢 FREE,Easy,CTF Challenge,Challenge (OSINT),https://app.hackthebox.com/challenges/WebVault%20Time%20Machine%20Investigation,獨立專題 CTF 解題挑戰（OSINT 領域實戰）
Powergrid,🟢 FREE,Easy,CTF Challenge,Challenge (Secure Coding),https://app.hackthebox.com/challenges/Powergrid,獨立專題 CTF 解題挑戰（Secure Coding 領域實戰）
Hydroadmin,🔴 VIP,Easy,CTF Challenge,Challenge (Secure Coding),https://app.hackthebox.com/challenges/Hydroadmin,獨立專題 CTF 解題挑戰（Secure Coding 領域實戰）
Resourcehub Core,🔴 VIP,Easy,CTF Challenge,Challenge (Secure Coding),https://app.hackthebox.com/challenges/Resourcehub%20Core,獨立專題 CTF 解題挑戰（Secure Coding 領域實戰）
Agriweb,🟢 FREE,Easy,CTF Challenge,Challenge (Secure Coding),https://app.hackthebox.com/challenges/Agriweb,獨立專題 CTF 解題挑戰（Secure Coding 領域實戰）
Commnet,🔴 VIP,Easy,CTF Challenge,Challenge (Secure Coding),https://app.hackthebox.com/challenges/Commnet,獨立專題 CTF 解題挑戰（Secure Coding 領域實戰）
SpeedNet,🟢 FREE,Easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/SpeedNet,獨立專題 CTF 解題挑戰（Web 領域實戰）
CitiSmart,🟢 FREE,Easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/CitiSmart,獨立專題 CTF 解題挑戰（Web 領域實戰）
NovaEnergy,🔴 VIP,Easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/NovaEnergy,獨立專題 CTF 解題挑戰（Web 領域實戰）
Not Posixtive,🟢 FREE,Easy,CTF Challenge,Challenge (Misc),https://app.hackthebox.com/challenges/Not%20Posixtive,獨立專題 CTF 解題挑戰（Misc 領域實戰）
Pivot Chain,🟢 FREE,Easy,CTF Challenge,Challenge (Coding),https://app.hackthebox.com/challenges/Pivot%20Chain,獨立專題 CTF 解題挑戰（Coding 領域實戰）
PINsmith,🟢 FREE,Easy,CTF Challenge,Challenge (Coding),https://app.hackthebox.com/challenges/PINsmith,獨立專題 CTF 解題挑戰（Coding 領域實戰）
Cred Hunter,🔴 VIP,Easy,CTF Challenge,Challenge (Coding),https://app.hackthebox.com/challenges/Cred%20Hunter,獨立專題 CTF 解題挑戰（Coding 領域實戰）
External Affairs,🔴 VIP,Easy,CTF Challenge,Challenge (AI/ML),https://app.hackthebox.com/challenges/External%20Affairs,獨立專題 CTF 解題挑戰（AI/ML 領域實戰）
Loyalty Survey,🔴 VIP,Easy,CTF Challenge,Challenge (AI/ML),https://app.hackthebox.com/challenges/Loyalty%20Survey,獨立專題 CTF 解題挑戰（AI/ML 領域實戰）
TrynaSob Ransomware,🔴 VIP,Easy,CTF Challenge,Challenge (AI/ML),https://app.hackthebox.com/challenges/TrynaSob%20Ransomware,獨立專題 CTF 解題挑戰（AI/ML 領域實戰）
Jigsaw,🟢 FREE,Easy,CTF Challenge,Challenge (Mobile),https://app.hackthebox.com/challenges/Jigsaw,獨立專題 CTF 解題挑戰（Mobile 領域實戰）
Phoenix Zero Trust,🔴 VIP,Easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/Phoenix%20Zero%20Trust,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
LiteServe,🔴 VIP,Easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/LiteServe,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
Triple Knock,🔴 VIP,Easy,CTF Challenge,Challenge (Coding),https://app.hackthebox.com/challenges/Triple%20Knock,獨立專題 CTF 解題挑戰（Coding 領域實戰）
TinyPlatformer,🔴 VIP,Easy,CTF Challenge,Challenge (Reversing),https://app.hackthebox.com/challenges/TinyPlatformer,獨立專題 CTF 解題挑戰（Reversing 領域實戰）
Industry Secret,🔴 VIP,Easy,CTF Challenge,Challenge (Reversing),https://app.hackthebox.com/challenges/Industry%20Secret,獨立專題 CTF 解題挑戰（Reversing 領域實戰）
Blackout Ops,🔴 VIP,Easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/Blackout%20Ops,獨立專題 CTF 解題挑戰（Web 領域實戰）
Volnaya Forums,🔴 VIP,Easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/Volnaya%20Forums,獨立專題 CTF 解題挑戰（Web 領域實戰）
NexusSeven,🔴 VIP,Easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/NexusSeven,獨立專題 CTF 解題挑戰（Web 領域實戰）
Broken Shell,🟢 FREE,Easy,CTF Challenge,Challenge (Misc),https://app.hackthebox.com/challenges/Broken%20Shell,獨立專題 CTF 解題挑戰（Misc 領域實戰）
Crossbow,🔴 VIP,Easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/Crossbow,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
Laconic,🔴 VIP,Easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/Laconic,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
Traces,🔴 VIP,Easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/Traces,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
Hourcle,🔴 VIP,Easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/Hourcle,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
Hubbub,🔴 VIP,Easy,CTF Challenge,Challenge (Reversing),https://app.hackthebox.com/challenges/Hubbub,獨立專題 CTF 解題挑戰（Reversing 領域實戰）
Quantum Engine,🔴 VIP,Easy,CTF Challenge,Challenge (Misc),https://app.hackthebox.com/challenges/Quantum%20Engine,獨立專題 CTF 解題挑戰（Misc 領域實戰）
Quantum Artifact,🔴 VIP,Easy,CTF Challenge,Challenge (Misc),https://app.hackthebox.com/challenges/Quantum%20Artifact,獨立專題 CTF 解題挑戰（Misc 領域實戰）
Desires,🟢 FREE,Easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/Desires,獨立專題 CTF 解題挑戰（Web 領域實戰）
Dark Runes,🔴 VIP,Easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/Dark%20Runes,獨立專題 CTF 解題挑戰（Web 領域實戰）
Rids,🔴 VIP,Easy,CTF Challenge,Challenge (Hardware),https://app.hackthebox.com/challenges/Rids,獨立專題 CTF 解題挑戰（Hardware 領域實戰）
r0bob1rd,🟢 FREE,Easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/r0bob1rd,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
Reconstruction,🔴 VIP,Easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/Reconstruction,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
Wanted Alive,🔴 VIP,Easy,CTF Challenge,Challenge (Forensics),https://app.hackthebox.com/challenges/Wanted%20Alive,獨立專題 CTF 解題挑戰（Forensics 領域實戰）
Breaking Bank,🔴 VIP,Easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/Breaking%20Bank,獨立專題 CTF 解題挑戰（Web 領域實戰）
ColossalBreach,🔴 VIP,Easy,CTF Challenge,Challenge (Reversing),https://app.hackthebox.com/challenges/ColossalBreach,獨立專題 CTF 解題挑戰（Reversing 領域實戰）
Sudoking,🔴 VIP,Easy,CTF Challenge,Challenge (Coding),https://app.hackthebox.com/challenges/Sudoking,獨立專題 CTF 解題挑戰（Coding 領域實戰）
CDNio,🔴 VIP,Easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/CDNio,獨立專題 CTF 解題挑戰（Web 領域實戰）
binary basis,🔴 VIP,Easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/binary%20basis,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
hybrid unifier,🔴 VIP,Easy,CTF Challenge,Challenge (Crypto),https://app.hackthebox.com/challenges/hybrid%20unifier,獨立專題 CTF 解題挑戰（Crypto 領域實戰）
Foggy Intrusion,🔴 VIP,Easy,CTF Challenge,Challenge (Forensics),https://app.hackthebox.com/challenges/Foggy%20Intrusion,獨立專題 CTF 解題挑戰（Forensics 領域實戰）
LinkHands,🔴 VIP,Easy,CTF Challenge,Challenge (Reversing),https://app.hackthebox.com/challenges/LinkHands,獨立專題 CTF 解題挑戰（Reversing 領域實戰）
Terrorfryer,🔴 VIP,Easy,CTF Challenge,Challenge (Reversing),https://app.hackthebox.com/challenges/Terrorfryer,獨立專題 CTF 解題挑戰（Reversing 領域實戰）
Cursed Stale Policy,🔴 VIP,Easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/Cursed%20Stale%20Policy,獨立專題 CTF 解題挑戰（Web 領域實戰）
MinMax,🔴 VIP,Easy,CTF Challenge,Challenge (Coding),https://app.hackthebox.com/challenges/MinMax,獨立專題 CTF 解題挑戰（Coding 領域實戰）
Replacement,🔴 VIP,Easy,CTF Challenge,Challenge (Misc),https://app.hackthebox.com/challenges/Replacement,獨立專題 CTF 解題挑戰（Misc 領域實戰）
El Mundo,🔴 VIP,Easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/El%20Mundo,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
FF Jump Street,🔴 VIP,Easy,CTF Challenge,Challenge (Hardware),https://app.hackthebox.com/challenges/FF%20Jump%20Street,獨立專題 CTF 解題挑戰（Hardware 領域實戰）
yoU ART,🔴 VIP,Easy,CTF Challenge,Challenge (Hardware),https://app.hackthebox.com/challenges/yoU%20ART,獨立專題 CTF 解題挑戰（Hardware 領域實戰）
Assemblers Avenge,🔴 VIP,Easy,CTF Challenge,Challenge (Pwn),https://app.hackthebox.com/challenges/Assemblers%20Avenge,獨立專題 CTF 解題挑戰（Pwn 領域實戰）
Feedback Flux,🔴 VIP,Easy,CTF Challenge,Challenge (Web),https://app.hackthebox.com/challenges/Feedback%20Flux,獨立專題 CTF 解題挑戰（Web 領域實戰）
Endpoint,🔴 VIP,Easy,CTF Challenge,Challenge (Forensics),https://app.hackthebox.com/challenges/Endpoint,獨立專題 CTF 解題挑戰（Forensics 領域實戰）
Armed Terminal,🔴 VIP,Easy,CTF Challenge,Challenge (Reversing),https://app.hackthebox.com/challenges/Armed%20Terminal,獨立專題 CTF 解題挑戰（Reversing 領域實戰）
